ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
1157,1157,Ganesh Pujari,53,10,3,6,1
1158,1158,Ganesh Pujari,50,2,1,3,1
1159,1159,Anitha Bhat,50,10,1,4,1
1160,1160,Mahesh Patil,47,4,1,6,1
1161,1161,Venkatesh Deshmukh,69,4,2,6,2
1162,1162,Ramesh Patil,35,4,4,8,2
1163,1163,Lakshmi Kulkarni,42,9,2,3,1
1164,1164,Priya Kumar,31,7,2,2,1
1165,1165,Manjunath Rao,70,2,1,8,1
1166,1166,Manjunath Reddy,53,7,5,5,2
1167,1167,Anitha Rao,47,10,3,4,1
1168,1168,Venkatesh Pujari,39,8,4,6,2
1169,1169,Mahesh Pujari,57,1,1,6,2
1170,1170,Manjunath Kulkarni,30,8,2,7,2
1171,1171,Venkatesh Pujari,70,4,2,8,1
1172,1172,Ramesh Patil,62,8,1,5,2
1173,1173,Mahesh Deshmukh,33,7,5,4,1
1174,1174,Mahesh Rao,33,7,3,2,2
1175,1175,Manjunath Shetty,53,10,2,7,1
1176,1176,Ganesh Deshmukh,25,7,5,3,1
1177,1177,Lakshmi Hegde,25,6,4,9,2
1178,1178,Venkatesh Pujari,55,8,5,2,2
1179,1179,Priya Hegde,27,2,3,9,1
1180,1180,Manjunath Pujari,46,8,5,2,1
1181,1181,Sunita Nayak,33,9,5,9,2
1182,1182,Kavitha Kulkarni,65,6,3,1,1
1183,1183,Venkatesh Kulkarni,55,6,2,1,2
1184,1184,Sunita Kulkarni,36,1,5,1,1
1185,1185,Kavitha Bhat,55,9,4,7,2
1186,1186,Ramesh Rao,26,4,2,1,2
1187,1187,Kavitha Deshmukh,28,3,5,7,2
1188,1188,Lakshmi Hegde,35,4,3,6,2
1189,1189,Vijay Kulkarni,32,8,4,3,2
1190,1190,Vijay Shetty,24,1,4,10,2
1191,1191,Venkatesh Patil,26,5,3,3,2
1192,1192,Ganesh Rao,59,7,3,3,1
1193,1193,Sunita Hegde,30,9,2,2,1
1194,1194,Mahesh Deshmukh,68,3,3,8,1
1195,1195,Vijay Bhat,26,8,3,9,1
1196,1196,Priya Shetty,41,7,1,6,2
1197,1197,Ramesh Kulkarni,62,1,3,6,2
1198,1198,Mahesh Gowda,47,9,2,6,2
1199,1199,Ramesh Nayak,67,8,4,6,2
1200,1200,Vijay Rao,53,9,4,5,1
1201,1201,Sunita Gowda,62,7,1,1,2
1202,1202,Anitha Rao,45,6,5,4,1
1203,1203,Anitha Kumar,29,4,4,6,2
1204,1204,Ramesh Pujari,55,6,4,8,2
1205,1205,Mahesh Pujari,48,6,2,10,1
1206,1206,Vijay Reddy,51,5,4,6,2
1207,1207,Anitha Hegde,70,8,2,3,1
1208,1208,Anitha Deshmukh,29,4,3,6,1
1209,1209,Ramesh Patil,21,6,1,4,2
1210,1210,Suresh Shetty,52,6,3,7,1
1211,1211,Kavitha Hegde,38,10,4,4,1
1212,1212,Anitha Gowda,26,4,2,9,1
1213,1213,Suresh Pujari,68,4,3,10,1
1214,1214,Anitha Nayak,49,9,2,7,2
1215,1215,Lakshmi Pujari,45,10,1,10,2
1216,1216,Mahesh Patil,34,4,4,5,1
1217,1217,Lakshmi Shetty,52,2,4,9,2
1218,1218,Ganesh Bhat,61,9,5,9,2
1219,1219,Ganesh Pujari,27,7,5,8,1
1220,1220,Manjunath Bhat,27,6,4,5,1
1221,1221,Ganesh Pujari,61,7,5,4,1
1222,1222,Anitha Reddy,47,1,3,2,1
1223,1223,Priya Patil,62,6,1,6,2
1224,1224,Venkatesh Patil,33,4,1,2,1
1225,1225,Manjunath Patil,60,3,1,7,1
1226,1226,Kavitha Nayak,49,10,1,3,1
1227,1227,Suresh Nayak,41,10,2,7,2
1228,1228,Ganesh Kumar,42,10,2,10,1
1229,1229,Ramesh Nayak,26,7,3,3,1
1230,1230,Mahesh Pujari,23,3,5,3,1
1231,1231,Manjunath Nayak,57,3,4,6,2
1232,1232,Lakshmi Reddy,57,3,5,7,2
1233,1233,Anitha Kumar,63,1,2,4,1
1234,1234,Ganesh Kumar,33,8,3,10,1
1235,1235,Kavitha Kulkarni,35,9,5,8,1
1236,1236,Mahesh Hegde,42,3,3,1,1
1237,1237,Ramesh Gowda,36,1,3,7,1
1238,1238,Venkatesh Kulkarni,38,4,4,1,1
1239,1239,Priya Reddy,30,4,1,9,2
1240,1240,Priya Deshmukh,65,2,4,6,2
1241,1241,Vijay Patil,40,6,4,8,1
1242,1242,Vijay Kulkarni,27,10,3,6,1
1243,1243,Priya Bhat,21,10,1,1,2
1244,1244,Mahesh Deshmukh,56,6,5,2,1
1245,1245,Anitha Kumar,53,6,2,3,2
1246,1246,Mahesh Kulkarni,56,6,4,2,2
1247,1247,Venkatesh Kumar,62,9,3,1,2
1248,1248,Kavitha Pujari,55,7,1,4,2
1249,1249,Venkatesh Patil,70,8,1,3,1
1250,1250,Venkatesh Rao,65,5,4,6,1
1251,1251,Venkatesh Hegde,49,8,1,9,2
1252,1252,Manjunath Pujari,61,6,1,4,1
1253,1253,Sunita Pujari,60,3,1,3,2
1254,1254,Priya Kulkarni,36,1,2,6,2
1255,1255,Sunita Gowda,49,1,4,7,2
1256,1256,Sunita Pujari,49,2,3,8,1
1257,1257,Sunita Kumar,65,4,3,8,2
1258,1258,Ramesh Bhat,59,7,5,1,1
1259,1259,Suresh Bhat,63,9,1,9,2
1260,1260,Manjunath Nayak,38,5,4,5,2
1261,1261,Lakshmi Deshmukh,61,5,5,1,1
1262,1262,Sunita Reddy,21,1,3,10,1
1263,1263,Ramesh Kulkarni,30,7,1,9,1
1264,1264,Anitha Bhat,63,5,5,1,1
1265,1265,Manjunath Deshmukh,23,4,2,1,2
1266,1266,Mahesh Reddy,22,5,5,4,1
1267,1267,Kavitha Deshmukh,38,1,2,4,2
1268,1268,Lakshmi Hegde,69,1,2,7,2
1269,1269,Ganesh Hegde,58,1,5,8,1
1270,1270,Lakshmi Hegde,69,5,5,1,1
1271,1271,Sunita Kumar,51,6,5,4,2
1272,1272,Lakshmi Hegde,29,1,2,5,1
1273,1273,Anitha Hegde,42,5,2,10,1
1274,1274,Mahesh Gowda,30,7,3,5,1
1275,1275,Anitha Gowda,21,3,5,3,1
1276,1276,Sunita Gowda,48,7,2,2,2
1277,1277,Mahesh Kulkarni,36,5,3,9,2
1278,1278,Suresh Shetty,40,4,4,6,2
1279,1279,Lakshmi Hegde,44,1,2,9,2
1280,1280,Ganesh Kumar,56,7,2,6,2
1281,1281,Ramesh Deshmukh,70,5,3,10,2
1282,1282,Sunita Kulkarni,46,8,3,6,2
1283,1283,Kavitha Reddy,70,4,1,8,2
1284,1284,Anitha Kumar,49,7,2,7,2
1285,1285,Kavitha Kumar,26,1,4,2,1
1286,1286,Priya Bhat,61,5,4,6,1
1287,1287,Suresh Kumar,57,10,4,1,1
1288,1288,Vijay Kumar,22,9,4,10,2
1289,1289,Priya Gowda,35,2,2,4,2
1290,1290,Vijay Rao,29,10,4,9,1
1291,1291,Mahesh Pujari,47,7,5,5,2
1292,1292,Suresh Gowda,60,3,5,3,1
1293,1293,Anitha Reddy,48,2,2,8,1
1294,1294,Lakshmi Shetty,50,7,3,10,1
1295,1295,Kavitha Patil,60,2,1,8,1
1296,1296,Mahesh Reddy,63,2,3,5,2
1297,1297,Priya Gowda,23,6,3,6,2
1298,1298,Sunita Nayak,24,8,4,8,2
1299,1299,Mahesh Bhat,34,5,4,8,1
1300,1300,Suresh Hegde,47,9,3,4,1
1301,1301,Vijay Kumar,59,2,2,8,1
1302,1302,Ganesh Gowda,51,4,5,4,1
1303,1303,Sunita Shetty,36,4,5,10,2
1304,1304,Mahesh Kumar,31,6,4,10,2
1305,1305,Venkatesh Gowda,60,8,4,6,2
1306,1306,Sunita Patil,30,5,1,10,2
1307,1307,Mahesh Kulkarni,44,5,5,9,2
1308,1308,Suresh Kumar,70,7,3,7,1
1309,1309,Manjunath Deshmukh,65,7,2,8,1
1310,1310,Ganesh Hegde,45,5,3,6,2
1311,1311,Kavitha Bhat,39,9,1,2,1
1312,1312,Suresh Bhat,67,8,2,2,2
1313,1313,Ganesh Pujari,48,10,5,5,1
1314,1314,Suresh Pujari,35,10,4,8,2
1315,1315,Ramesh Nayak,26,9,2,7,2
1316,1316,Vijay Kumar,28,5,3,6,2
1317,1317,Lakshmi Patil,32,6,1,2,2
1318,1318,Venkatesh Hegde,36,9,1,9,2
1319,1319,Suresh Gowda,49,1,5,6,2
1320,1320,Kavitha Kumar,50,2,4,7,2
1321,1321,Suresh Gowda,57,9,5,6,2
1322,1322,Manjunath Deshmukh,55,5,2,8,1
1323,1323,Sunita Kumar,45,9,4,7,2
1324,1324,Mahesh Bhat,69,9,4,8,1
1325,1325,Ganesh Rao,27,8,2,3,2
1326,1326,Manjunath Bhat,36,5,1,4,1
1327,1327,Ganesh Hegde,62,3,4,7,1
1328,1328,Vijay Kumar,33,6,5,1,1
1329,1329,Anitha Kumar,68,4,2,7,2
1330,1330,Sunita Gowda,34,10,3,7,2
1331,1331,Manjunath Deshmukh,47,7,3,7,2
1332,1332,Manjunath Nayak,57,5,1,4,1
1333,1333,Vijay Patil,62,7,1,3,2
1334,1334,Priya Kumar,26,8,1,1,2
1335,1335,Ganesh Pujari,59,3,5,4,2
1336,1336,Mahesh Nayak,51,1,3,4,1
1337,1337,Ramesh Kumar,67,1,3,8,1
1338,1338,Priya Kumar,32,5,4,6,1
1339,1339,Manjunath Pujari,61,3,3,5,1
1340,1340,Sunita Kumar,68,8,3,7,1
1341,1341,Ramesh Patil,53,4,2,10,1
1342,1342,Lakshmi Kumar,21,10,1,7,2
1343,1343,Sunita Gowda,62,9,2,4,1
1344,1344,Suresh Nayak,24,1,5,9,2
1345,1345,Lakshmi Shetty,30,8,3,9,1
1346,1346,Anitha Gowda,35,3,1,8,2
1347,1347,Lakshmi Gowda,54,1,1,9,1
1348,1348,Ramesh Hegde,47,4,5,9,1
1349,1349,Ramesh Bhat,49,8,3,4,1
1350,1350,Vijay Rao,42,7,1,10,1
1351,1351,Anitha Shetty,66,4,3,9,2
1352,1352,Venkatesh Gowda,29,1,5,2,1
1353,1353,Mahesh Shetty,30,5,1,2,1
1354,1354,Suresh Shetty,35,9,4,3,2
1355,1355,Lakshmi Shetty,31,4,5,2,2
1356,1356,Kavitha Deshmukh,30,4,3,4,2
1357,1357,Suresh Kulkarni,29,9,3,7,2
1358,1358,Ganesh Bhat,23,9,5,10,2
1359,1359,Kavitha Gowda,53,4,3,4,1
1360,1360,Vijay Deshmukh,23,6,2,1,2
1361,1361,Lakshmi Deshmukh,26,7,3,7,1
1362,1362,Lakshmi Shetty,27,3,5,10,2
1363,1363,Suresh Nayak,44,5,1,2,2
1364,1364,Mahesh Rao,40,4,5,8,2
1365,1365,Venkatesh Shetty,59,6,4,5,1
1366,1366,Manjunath Kumar,68,7,2,5,1
1367,1367,Anitha Shetty,39,10,5,3,1
1368,1368,Suresh Kumar,51,3,4,8,2
1369,1369,Suresh Hegde,35,6,4,10,2
1370,1370,Venkatesh Deshmukh,21,8,4,6,1
1371,1371,Kavitha Bhat,27,3,1,2,2
1372,1372,Mahesh Reddy,39,2,1,9,2
1373,1373,Ganesh Gowda,70,10,5,10,2
1374,1374,Venkatesh Pujari,64,5,1,4,1
1375,1375,Suresh Deshmukh,44,10,4,3,2
1376,1376,Lakshmi Reddy,68,5,1,6,1
1377,1377,Mahesh Deshmukh,52,8,4,9,1
1378,1378,Ganesh Nayak,63,3,1,3,1
1379,1379,Priya Pujari,46,8,1,2,2
1380,1380,Ramesh Rao,29,4,3,5,2
1381,1381,Anitha Bhat,51,4,1,2,2
1382,1382,Ganesh Nayak,56,10,3,10,1
1383,1383,Ganesh Kulkarni,33,8,4,8,2
1384,1384,Venkatesh Nayak,40,4,1,4,1
1385,1385,Priya Shetty,23,6,1,2,1
1386,1386,Manjunath Hegde,55,1,1,6,2
1387,1387,Sunita Reddy,43,7,4,8,2
1388,1388,Ramesh Patil,31,3,5,7,2
1389,1389,Anitha Nayak,60,9,2,6,2
1390,1390,Ramesh Reddy,54,1,1,10,2
1391,1391,Mahesh Nayak,29,4,3,2,1
1392,1392,Suresh Bhat,62,6,4,6,2
1393,1393,Vijay Shetty,57,9,4,8,1
1394,1394,Vijay Pujari,56,4,2,5,2
1395,1395,Ganesh Patil,39,9,5,9,2
1396,1396,Anitha Kulkarni,22,8,5,6,2
1397,1397,Lakshmi Kulkarni,44,2,4,7,1
1398,1398,Sunita Hegde,69,7,2,8,1
1399,1399,Ramesh Gowda,24,8,1,5,1
1400,1400,Sunita Pujari,66,1,5,1,1
1401,1401,Kavitha Deshmukh,63,9,3,4,1
1402,1402,Ganesh Kumar,29,5,5,8,1
1403,1403,Ganesh Hegde,63,4,1,3,1
1404,1404,Anitha Kumar,60,8,5,6,2
1405,1405,Sunita Kulkarni,29,4,4,6,1
1406,1406,Anitha Nayak,57,3,5,10,2
1407,1407,Anitha Kulkarni,43,10,1,6,1
1408,1408,Sunita Hegde,69,3,3,5,2
1409,1409,Priya Shetty,24,1,1,8,2
1410,1410,Lakshmi Patil,40,8,1,6,1
1411,1411,Lakshmi Gowda,38,6,3,7,1
1412,1412,Kavitha Kumar,63,8,1,8,2
1413,1413,Vijay Patil,68,5,1,10,1
1414,1414,Ramesh Deshmukh,67,9,1,4,1
1415,1415,Priya Hegde,57,3,3,2,2
1416,1416,Lakshmi Nayak,32,9,5,8,1
1417,1417,Suresh Rao,34,9,4,2,2
1418,1418,Sunita Nayak,70,4,4,9,2
1419,1419,Ganesh Bhat,39,2,3,3,1
1420,1420,Ramesh Patil,46,1,2,1,1
1421,1421,Ganesh Hegde,33,9,5,6,2
1422,1422,Lakshmi Kumar,30,10,1,1,1
1423,1423,Ramesh Gowda,41,6,3,5,2
1424,1424,Ramesh Shetty,60,10,4,6,1
1425,1425,Kavitha Nayak,44,5,5,10,2
1426,1426,Priya Nayak,28,1,4,9,1
1427,1427,Lakshmi Deshmukh,64,1,5,5,1
1428,1428,Priya Kumar,25,5,3,2,1
1429,1429,Priya Hegde,47,9,4,5,1
1430,1430,Priya Nayak,22,8,2,9,2
1431,1431,Anitha Shetty,66,5,4,9,1
1432,1432,Manjunath Shetty,56,8,3,5,2
1433,1433,Sunita Nayak,36,3,5,7,2
1434,1434,Mahesh Deshmukh,27,5,3,7,2
1435,1435,Priya Nayak,39,1,5,10,2
1436,1436,Mahesh Gowda,30,1,4,10,1
1437,1437,Anitha Deshmukh,40,8,4,2,1
1438,1438,Venkatesh Gowda,69,1,4,7,2
1439,1439,Ganesh Pujari,69,9,2,5,2
1440,1440,Venkatesh Rao,23,10,5,4,2
1441,1441,Lakshmi Reddy,37,8,1,4,1
1442,1442,Manjunath Bhat,37,7,4,2,1
1443,1443,Priya Nayak,64,5,1,10,1
1444,1444,Ganesh Shetty,23,10,3,2,1
1445,1445,Ganesh Kulkarni,56,6,5,10,1
1446,1446,Sunita Rao,44,9,1,6,1
1447,1447,Anitha Hegde,56,2,4,5,1
1448,1448,Priya Hegde,44,10,3,3,1
1449,1449,Lakshmi Gowda,46,2,1,10,1
1450,1450,Priya Rao,26,4,4,6,2
1451,1451,Ramesh Hegde,52,7,4,5,1
1452,1452,Priya Reddy,63,6,1,6,1
1453,1453,Anitha Kulkarni,46,6,1,2,1
1454,1454,Ganesh Pujari,59,4,4,10,1
1455,1455,Anitha Pujari,26,4,4,3,1
1456,1456,Priya Hegde,35,10,4,3,1
1457,1457,Kavitha Reddy,28,10,4,5,1
1458,1458,Anitha Reddy,23,7,1,6,2
1459,1459,Kavitha Gowda,46,10,4,10,2
1460,1460,Venkatesh Reddy,29,1,2,5,2
1461,1461,Mahesh Pujari,68,3,5,9,1
1462,1462,Sunita Reddy,36,9,1,1,1
1463,1463,Mahesh Hegde,43,1,1,4,1
1464,1464,Priya Patil,34,3,1,5,2
1465,1465,Anitha Kumar,65,5,3,9,2
1466,1466,Kavitha Bhat,63,3,5,2,1
1467,1467,Venkatesh Rao,44,10,3,10,1
1468,1468,Suresh Rao,39,3,1,1,1
1469,1469,Priya Nayak,28,8,3,4,2
1470,1470,Sunita Deshmukh,46,5,4,1,1
1471,1471,Vijay Gowda,46,8,4,3,1
1472,1472,Venkatesh Pujari,43,8,5,10,1
1473,1473,Anitha Kumar,44,7,2,5,2
1474,1474,Manjunath Pujari,56,7,3,5,1
1475,1475,Sunita Kulkarni,63,6,5,3,2
1476,1476,Priya Patil,64,2,1,2,1
1477,1477,Kavitha Shetty,28,6,3,6,2
1478,1478,Anitha Patil,68,1,3,3,2
1479,1479,Lakshmi Bhat,29,8,2,7,2
1480,1480,Ramesh Patil,38,1,3,9,2
1481,1481,Ganesh Nayak,56,6,2,6,2
1482,1482,Lakshmi Reddy,40,9,1,8,1
1483,1483,Priya Kulkarni,59,1,4,8,2
1484,1484,Anitha Shetty,35,9,5,10,1
1485,1485,Lakshmi Deshmukh,55,9,1,1,1
1486,1486,Suresh Nayak,64,9,4,10,2
1487,1487,Priya Gowda,55,4,4,2,1
1488,1488,Sunita Kumar,59,2,5,3,1
1489,1489,Anitha Gowda,68,6,4,1,1
1490,1490,Anitha Nayak,38,5,2,5,1
1491,1491,Ganesh Kulkarni,43,3,4,4,1
1492,1492,Manjunath Hegde,52,6,2,2,2
1493,1493,Priya Rao,61,3,2,7,1
1494,1494,Mahesh Rao,27,7,5,4,2
1495,1495,Manjunath Pujari,51,2,4,2,1
1496,1496,Manjunath Reddy,23,7,1,5,1
1497,1497,Sunita Rao,28,1,5,6,1
1498,1498,Ramesh Shetty,69,2,5,4,1
1499,1499,Ganesh Patil,25,4,4,2,1
1500,1500,Ramesh Shetty,59,4,4,7,1
1501,1501,Anitha Hegde,47,2,5,3,1
1502,1502,Venkatesh Kumar,30,7,3,6,2
1503,1503,Anitha Kulkarni,64,4,3,3,1
1504,1504,Sunita Gowda,57,2,4,7,2
1505,1505,Ganesh Shetty,49,5,3,10,1
1506,1506,Anitha Deshmukh,55,4,2,6,1
1507,1507,Sunita Gowda,45,9,1,3,1
1508,1508,Vijay Pujari,37,4,2,4,2
1509,1509,Manjunath Shetty,41,2,2,8,2
1510,1510,Ramesh Shetty,22,6,3,4,2
1511,1511,Suresh Hegde,67,1,2,1,2
1512,1512,Ganesh Nayak,53,9,4,5,2
1513,1513,Ramesh Patil,59,8,4,6,2
1514,1514,Priya Gowda,40,2,5,7,1
1515,1515,Vijay Rao,45,1,5,4,2
1516,1516,Suresh Shetty,70,9,2,2,2
1517,1517,Ramesh Patil,26,6,5,9,1
1518,1518,Ramesh Pujari,37,10,3,9,2
1519,1519,Kavitha Pujari,23,8,1,2,1
1520,1520,Anitha Hegde,23,9,2,5,2
1521,1521,Sunita Reddy,64,3,1,4,2
1522,1522,Mahesh Nayak,44,8,4,10,1
1523,1523,Ramesh Gowda,63,2,5,5,1
1524,1524,Anitha Bhat,40,9,2,7,2
1525,1525,Vijay Kulkarni,49,6,5,6,2
1526,1526,Vijay Bhat,62,9,5,3,1
1527,1527,Priya Patil,37,5,5,7,1
1528,1528,Mahesh Nayak,69,1,3,9,2
1529,1529,Sunita Pujari,49,3,1,8,1
1530,1530,Kavitha Nayak,68,8,3,9,1
1531,1531,Mahesh Kumar,59,6,2,1,2
1532,1532,Venkatesh Kulkarni,42,7,4,8,1
1533,1533,Ganesh Rao,40,4,4,7,2
1534,1534,Sunita Rao,58,2,1,1,2
1535,1535,Anitha Kulkarni,65,3,3,1,2
1536,1536,Kavitha Hegde,58,1,2,4,1
1537,1537,Sunita Pujari,66,7,3,8,1
1538,1538,Priya Bhat,49,1,4,10,1
1539,1539,Kavitha Kulkarni,48,10,1,9,1
1540,1540,Anitha Gowda,54,5,4,7,1
1541,1541,Vijay Bhat,61,10,3,8,2
1542,1542,Manjunath Rao,44,3,4,2,1
1543,1543,Priya Kumar,43,8,2,5,2
1544,1544,Anitha Patil,44,1,4,3,2
1545,1545,Priya Nayak,60,1,5,1,1
1546,1546,Kavitha Patil,64,5,4,7,2
1547,1547,Ganesh Deshmukh,46,3,1,2,2
1548,1548,Lakshmi Bhat,45,7,3,5,1
1549,1549,Vijay Kumar,51,8,5,4,2
1550,1550,Priya Patil,46,1,2,6,1
1551,1551,Suresh Deshmukh,38,6,3,4,1
1552,1552,Priya Deshmukh,27,10,1,8,2
1553,1553,Lakshmi Pujari,55,3,4,10,1
1554,1554,Venkatesh Bhat,33,2,4,4,1
1555,1555,Mahesh Shetty,56,3,5,1,1
1556,1556,Sunita Reddy,63,2,5,4,2
1557,1557,Manjunath Pujari,63,1,2,6,1
1558,1558,Sunita Bhat,37,7,4,5,2
1559,1559,Priya Rao,23,7,1,8,1
1560,1560,Suresh Nayak,41,6,1,6,2
1561,1561,Kavitha Bhat,30,10,5,4,1
1562,1562,Vijay Rao,63,2,4,10,2
1563,1563,Mahesh Nayak,58,2,3,4,2
1564,1564,Kavitha Kumar,58,3,3,5,2
1565,1565,Ganesh Patil,56,8,5,2,1
1566,1566,Venkatesh Patil,32,1,5,8,1
1567,1567,Manjunath Patil,52,1,4,9,1
1568,1568,Suresh Bhat,51,3,3,6,1
1569,1569,Kavitha Shetty,59,3,1,1,1
1570,1570,Anitha Deshmukh,33,8,4,4,2
1571,1571,Lakshmi Kumar,32,3,5,4,1
1572,1572,Anitha Reddy,50,5,4,1,2
1573,1573,Venkatesh Patil,68,2,3,7,2
1574,1574,Vijay Nayak,53,10,1,10,2
1575,1575,Kavitha Nayak,22,9,1,2,1
1576,1576,Suresh Kulkarni,50,9,4,10,1
1577,1577,Venkatesh Pujari,29,10,2,2,2
1578,1578,Manjunath Nayak,36,8,3,5,1
1579,1579,Ramesh Deshmukh,33,6,4,9,1
1580,1580,Priya Nayak,66,6,5,3,2
1581,1581,Vijay Patil,48,4,3,1,2
1582,1582,Venkatesh Bhat,63,7,3,6,2
1583,1583,Suresh Rao,37,6,3,7,1
1584,1584,Suresh Pujari,24,8,2,9,2
1585,1585,Ganesh Rao,25,8,5,10,2
1586,1586,Anitha Deshmukh,60,2,1,10,2
1587,1587,Mahesh Gowda,44,3,3,3,2
1588,1588,Anitha Rao,44,9,3,2,1
1589,1589,Ganesh Nayak,49,10,3,3,1
1590,1590,Vijay Pujari,40,6,5,2,1
1591,1591,Manjunath Pujari,41,4,3,9,1
1592,1592,Kavitha Nayak,26,8,2,1,1
1593,1593,Sunita Bhat,21,8,5,9,2
1594,1594,Ganesh Pujari,59,3,1,4,1
1595,1595,Anitha Bhat,62,7,4,3,2
1596,1596,Ganesh Kulkarni,29,7,4,6,1
1597,1597,Priya Patil,37,8,3,4,1
1598,1598,Venkatesh Pujari,55,4,1,5,1
1599,1599,Kavitha Hegde,33,7,2,1,2
1600,1600,Sunita Reddy,65,1,3,5,2
1601,1601,Manjunath Patil,39,1,5,6,1
1602,1602,Suresh Hegde,53,2,5,1,2
1603,1603,Kavitha Deshmukh,57,2,2,1,1
1604,1604,Suresh Gowda,55,9,3,7,1
1605,1605,Sunita Deshmukh,40,5,5,10,1
1606,1606,Vijay Deshmukh,66,7,5,8,2
1607,1607,Lakshmi Reddy,50,4,3,3,2
1608,1608,Lakshmi Bhat,50,5,3,10,1
1609,1609,Suresh Gowda,47,6,1,6,2
1610,1610,Sunita Deshmukh,55,8,1,1,1
1611,1611,Lakshmi Nayak,65,2,5,1,2
1612,1612,Vijay Kumar,56,1,4,8,2
1613,1613,Manjunath Pujari,63,2,1,4,2
1614,1614,Ganesh Patil,55,7,5,10,2
1615,1615,Sunita Rao,47,9,2,8,2
1616,1616,Anitha Pujari,66,4,4,4,1
1617,1617,Suresh Bhat,23,2,5,5,2
1618,1618,Sunita Kumar,23,4,3,4,2
1619,1619,Ramesh Kumar,29,5,1,6,1
1620,1620,Manjunath Shetty,52,1,3,5,2
1621,1621,Anitha Nayak,39,3,5,10,2
1622,1622,Sunita Rao,55,3,4,2,1
1623,1623,Kavitha Gowda,49,7,2,10,1
1624,1624,Manjunath Nayak,61,2,3,5,2
1625,1625,Ganesh Kumar,26,7,5,4,1
1626,1626,Suresh Deshmukh,41,10,5,7,1
1627,1627,Ganesh Hegde,31,2,1,5,2
1628,1628,Kavitha Hegde,44,5,3,7,1
1629,1629,Priya Nayak,41,8,5,8,2
1630,1630,Vijay Rao,67,10,2,2,1
1631,1631,Venkatesh Patil,32,10,3,10,2
1632,1632,Manjunath Deshmukh,50,2,1,2,1
1633,1633,Sunita Reddy,25,1,1,8,2
1634,1634,Kavitha Kulkarni,67,7,4,1,2
1635,1635,Anitha Patil,70,7,3,1,1
1636,1636,Anitha Pujari,23,9,5,6,1
1637,1637,Priya Hegde,44,7,4,3,2
1638,1638,Sunita Deshmukh,70,5,5,4,1
1639,1639,Kavitha Gowda,51,4,2,8,1
1640,1640,Sunita Gowda,55,3,3,7,1
1641,1641,Vijay Kumar,46,3,1,6,2
1642,1642,Priya Deshmukh,32,4,5,2,1
1643,1643,Mahesh Reddy,45,1,2,3,2
1644,1644,Suresh Kumar,69,5,4,4,1
1645,1645,Vijay Kulkarni,50,5,4,10,2
1646,1646,Venkatesh Pujari,62,10,3,1,2
1647,1647,Suresh Bhat,38,9,1,3,2
1648,1648,Ganesh Kumar,37,6,4,4,2
1649,1649,Manjunath Bhat,45,4,3,4,2
1650,1650,Sunita Rao,70,10,2,5,2
1651,1651,Priya Nayak,33,3,5,2,2
1652,1652,Sunita Patil,39,3,1,9,2
1653,1653,Vijay Deshmukh,49,10,3,10,1
1654,1654,Ganesh Kumar,37,10,5,8,1
1655,1655,Priya Rao,39,10,3,9,2
1656,1656,Ramesh Nayak,37,3,3,5,2
1657,1657,Suresh Hegde,46,3,2,5,1
1658,1658,Priya Rao,40,10,2,6,2
1659,1659,Suresh Shetty,62,7,4,5,1
1660,1660,Anitha Gowda,44,8,5,4,2
1661,1661,Suresh Shetty,28,1,1,10,2
1662,1662,Sunita Shetty,46,4,2,8,2
1663,1663,Lakshmi Kulkarni,56,3,3,8,1
1664,1664,Priya Deshmukh,27,3,5,5,2
1665,1665,Ramesh Nayak,23,2,4,8,2
1666,1666,Vijay Deshmukh,37,4,1,5,2
1667,1667,Kavitha Reddy,64,4,5,6,1
1668,1668,Lakshmi Deshmukh,21,1,2,10,2
1669,1669,Ramesh Kumar,39,7,5,5,2
1670,1670,Ganesh Pujari,42,6,4,8,2
1671,1671,Priya Bhat,35,2,5,5,2
1672,1672,Mahesh Kumar,65,9,4,2,2
1673,1673,Suresh Shetty,54,9,4,5,1
1674,1674,Suresh Nayak,39,7,3,4,2
1675,1675,Suresh Patil,64,9,2,1,1
1676,1676,Mahesh Kulkarni,30,3,2,7,2
1677,1677,Venkatesh Reddy,30,3,1,3,2
1678,1678,Ganesh Rao,51,2,3,5,2
1679,1679,Mahesh Rao,22,4,3,8,1
1680,1680,Kavitha Kulkarni,54,8,4,7,2
1681,1681,Manjunath Hegde,31,10,4,2,1
1682,1682,Vijay Patil,37,5,3,8,1
1683,1683,Manjunath Nayak,31,1,5,2,2
1684,1684,Ramesh Gowda,31,5,2,8,1
1685,1685,Priya Pujari,23,8,2,8,2
1686,1686,Lakshmi Shetty,48,9,3,4,1
1687,1687,Mahesh Nayak,44,4,5,2,1
1688,1688,Suresh Patil,47,8,4,10,1
1689,1689,Mahesh Gowda,60,6,4,3,2
1690,1690,Ganesh Shetty,54,2,2,7,2
1691,1691,Manjunath Deshmukh,64,9,5,1,2
1692,1692,Venkatesh Kumar,53,10,5,7,2
1693,1693,Mahesh Kulkarni,37,10,2,5,2
1694,1694,Ganesh Nayak,59,8,3,1,1
1695,1695,Sunita Patil,53,9,5,6,1
1696,1696,Mahesh Pujari,61,3,1,5,1
1697,1697,Kavitha Deshmukh,28,3,2,3,2
