AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
1326,752,Kavitha Reddy,31,1,A2
1327,752,Anitha Reddy,23,1,A3
1328,753,Suresh Rao,48,1,A1
1329,753,Lakshmi Kumar,41,2,A2
1330,754,Venkatesh Patil,24,1,A1
1331,755,Ganesh Deshmukh,20,1,A1
1332,755,Priya Rao,42,1,A2
1333,756,Mahesh Gowda,33,1,A1
1334,756,Mahesh Pujari,35,1,A2
1335,757,Kavitha Patil,40,2,A1
1336,758,Lakshmi Gowda,27,2,A1
1337,758,Ramesh Shetty,30,1,A2
1338,759,Vijay Kulkarni,48,1,A1
1339,759,Anitha Shetty,42,2,A2
1340,760,Priya Gowda,36,1,A1
1341,760,Sunita Deshmukh,35,2,A2
1342,760,Mahesh Reddy,28,2,A3
1343,761,Ramesh Rao,50,1,A1
1344,762,Kavitha Deshmukh,42,2,A1
1345,762,Lakshmi Kumar,35,1,A2
1346,763,Ramesh Kulkarni,21,1,A1
1347,764,Suresh Deshmukh,28,2,A1
1348,765,Sunita Bhat,49,1,A1
1349,765,Anitha Pujari,36,1,A2
1350,765,Anitha Kulkarni,20,2,A3
1351,766,Mahesh Gowda,38,1,A1
1352,766,Priya Patil,44,1,A2
1353,767,Sunita Kumar,36,1,A1
1354,767,Manjunath Rao,34,1,A2
1355,768,Mahesh Deshmukh,33,1,A1
1356,769,Mahesh Patil,35,1,A1
1357,770,Suresh Hegde,30,2,A1
1358,771,Manjunath Shetty,43,2,A1
1359,771,Lakshmi Patil,50,2,A2
1360,771,Suresh Kulkarni,33,1,A3
1361,772,Ramesh Nayak,49,1,A1
1362,773,Anitha Bhat,24,1,A1
1363,773,Sunita Rao,43,1,A2
1364,773,Priya Kulkarni,47,2,A3
1365,774,Ramesh Gowda,37,2,A1
1366,774,Suresh Kumar,44,1,A2
1367,775,Vijay Reddy,36,2,A1
1368,776,Lakshmi Kulkarni,41,1,A1
1369,776,Lakshmi Bhat,27,1,A2
1370,776,Sunita Hegde,23,1,A3
1371,777,Suresh Kumar,25,1,A1
1372,778,Mahesh Nayak,34,1,A1
1373,779,Suresh Hegde,28,2,A1
1374,779,Manjunath Patil,33,2,A2
1375,779,Mahesh Pujari,21,2,A3
1376,780,Mahesh Kulkarni,42,1,A1
1377,781,Manjunath Reddy,39,1,A1
1378,782,Ganesh Rao,31,1,A1
1379,783,Sunita Nayak,22,2,A1
1380,783,Lakshmi Reddy,37,2,A2
1381,784,Mahesh Shetty,44,2,A1
1382,785,Vijay Bhat,33,2,A1
1383,786,Suresh Hegde,48,2,A1
1384,786,Kavitha Shetty,30,2,A2
1385,787,Anitha Deshmukh,23,1,A1
1386,788,Ramesh Gowda,50,1,A1
1387,788,Ramesh Rao,21,1,A2
1388,789,Mahesh Shetty,40,1,A1
1389,790,Suresh Deshmukh,24,1,A1
1390,790,Ganesh Shetty,40,1,A2
1391,790,Sunita Shetty,28,1,A3
1392,791,Suresh Shetty,43,1,A1
1393,791,Ramesh Hegde,23,1,A2
1394,791,Sunita Deshmukh,37,1,A3
1395,792,Venkatesh Deshmukh,25,1,A1
1396,793,Ramesh Rao,30,1,A1
1397,793,Priya Rao,29,1,A2
1398,793,Kavitha Patil,40,1,A3
1399,794,Ganesh Reddy,42,2,A1
1400,794,Ganesh Rao,29,1,A2
1401,795,Kavitha Patil,42,1,A1
1402,796,Ramesh Rao,26,2,A1
1403,797,Vijay Patil,19,1,A1
1404,797,Ramesh Kulkarni,20,1,A2
1405,797,Vijay Reddy,49,1,A3
1406,798,Ganesh Hegde,25,1,A1
1407,798,Ganesh Pujari,21,1,A2
1408,799,Anitha Patil,39,2,A1
1409,800,Kavitha Pujari,28,1,A1
1410,801,Vijay Reddy,28,1,A1
1411,801,Venkatesh Shetty,25,2,A2
1412,802,Ramesh Bhat,24,1,A1
1413,802,Kavitha Kumar,46,2,A2
1414,802,Ganesh Kumar,35,1,A3
1415,803,Vijay Rao,34,1,A1
1416,803,Anitha Gowda,26,1,A2
1417,804,Vijay Bhat,37,2,A1
1418,805,Venkatesh Rao,50,1,A1
1419,805,Vijay Shetty,49,2,A2
1420,806,Vijay Patil,21,1,A1
1421,806,Lakshmi Patil,45,1,A2
1422,806,Suresh Hegde,23,1,A3
1423,807,Priya Shetty,26,1,A1
1424,808,Priya Hegde,32,1,A1
1425,808,Ganesh Pujari,36,2,A2
1426,808,Ramesh Kumar,49,1,A3
1427,809,Anitha Hegde,47,2,A1
1428,809,Venkatesh Hegde,30,1,A2
1429,810,Ramesh Kulkarni,29,1,A1
1430,810,Kavitha Gowda,50,2,A2
1431,810,Venkatesh Nayak,37,1,A3
1432,811,Lakshmi Shetty,28,1,A1
1433,811,Manjunath Deshmukh,22,1,A2
1434,811,Venkatesh Kulkarni,29,1,A3
1435,812,Anitha Kulkarni,33,1,A1
1436,813,Kavitha Shetty,29,1,A1
1437,813,Sunita Gowda,50,1,A2
1438,814,Manjunath Deshmukh,50,1,A1
1439,814,Suresh Reddy,27,1,A2
1440,815,Anitha Deshmukh,32,2,A1
1441,816,Anitha Deshmukh,33,1,A1
1442,816,Ramesh Deshmukh,28,1,A2
1443,816,Suresh Gowda,25,1,A3
1444,817,Anitha Rao,28,1,A1
1445,817,Priya Nayak,30,2,A2
1446,817,Anitha Reddy,35,1,A3
1447,818,Venkatesh Rao,24,1,A1
1448,818,Lakshmi Pujari,46,1,A2
1449,818,Mahesh Bhat,21,1,A3
1450,819,Ganesh Bhat,50,1,A1
1451,820,Kavitha Patil,32,2,A1
1452,821,Suresh Kulkarni,45,1,A1
1453,822,Vijay Bhat,30,2,A1
1454,822,Venkatesh Shetty,27,1,A2
1455,822,Suresh Shetty,22,1,A3
1456,823,Priya Nayak,34,2,A1
1457,824,Kavitha Nayak,44,1,A1
1458,825,Anitha Kumar,36,1,A1
1459,826,Suresh Kulkarni,37,2,A1
1460,827,Lakshmi Shetty,26,1,A1
1461,828,Manjunath Gowda,46,1,A1
1462,829,Lakshmi Shetty,36,1,A1
1463,830,Anitha Shetty,40,1,A1
1464,831,Sunita Kumar,32,1,A1
1465,832,Ramesh Gowda,19,2,A1
1466,833,Vijay Kulkarni,28,2,A1
1467,833,Venkatesh Rao,48,2,A2
1468,834,Ramesh Deshmukh,45,1,A1
1469,835,Priya Bhat,41,1,A1
1470,836,Sunita Kulkarni,23,2,A1
1471,836,Mahesh Patil,24,1,A2
1472,837,Sunita Bhat,31,1,A1
1473,838,Lakshmi Hegde,36,1,A1
1474,839,Mahesh Nayak,19,1,A1
1475,840,Kavitha Pujari,47,1,A1
1476,841,Ramesh Kumar,43,1,A1
1477,841,Priya Rao,32,1,A2
1478,842,Ganesh Shetty,41,2,A1
1479,843,Sunita Patil,35,2,A1
1480,844,Suresh Patil,34,1,A1
1481,844,Manjunath Bhat,47,2,A2
1482,844,Anitha Patil,23,1,A3
1483,845,Priya Kulkarni,32,1,A1
1484,846,Priya Shetty,39,2,A1
1485,846,Mahesh Deshmukh,42,1,A2
1486,847,Ganesh Shetty,40,1,A1
1487,847,Ramesh Deshmukh,49,1,A2
1488,848,Ganesh Kulkarni,19,1,A1
1489,848,Sunita Nayak,20,1,A2
1490,848,Anitha Gowda,21,1,A3
1491,849,Vijay Nayak,27,2,A1
1492,849,Anitha Bhat,35,1,A2
1493,849,Priya Deshmukh,39,1,A3
1494,850,Mahesh Nayak,36,2,A1
1495,850,Manjunath Shetty,47,1,A2
1496,851,Venkatesh Pujari,27,2,A1
1497,852,Sunita Nayak,31,1,A1
1498,853,Ganesh Kumar,38,1,A1
1499,854,Venkatesh Patil,20,1,A1
1500,854,Venkatesh Nayak,24,1,A2
1501,854,Sunita Bhat,19,1,A3
1502,855,Vijay Deshmukh,42,1,A1
1503,855,Venkatesh Gowda,26,1,A2
1504,855,Ganesh Reddy,28,2,A3
1505,856,Ramesh Reddy,19,2,A1
1506,856,Manjunath Gowda,19,1,A2
1507,857,Venkatesh Bhat,34,1,A1
1508,858,Venkatesh Shetty,34,1,A1
1509,858,Venkatesh Nayak,30,1,A2
1510,858,Ganesh Deshmukh,36,1,A3
1511,859,Vijay Nayak,42,1,A1
1512,860,Ganesh Nayak,23,1,A1
1513,860,Suresh Bhat,40,1,A2
1514,860,Anitha Bhat,20,1,A3
1515,861,Lakshmi Gowda,49,1,A1
1516,862,Ganesh Kulkarni,30,1,A1
1517,863,Anitha Nayak,31,1,A1
1518,863,Manjunath Kulkarni,21,1,A2
1519,864,Venkatesh Shetty,41,1,A1
1520,864,Anitha Hegde,28,2,A2
1521,864,Kavitha Bhat,46,1,A3
1522,865,Suresh Deshmukh,33,1,A1
1523,865,Suresh Kulkarni,39,1,A2
1524,866,Kavitha Bhat,25,2,A1
1525,866,Ramesh Hegde,28,2,A2
1526,866,Lakshmi Gowda,24,2,A3
1527,867,Lakshmi Gowda,37,1,A1
1528,868,Anitha Bhat,31,1,A1
1529,869,Ramesh Reddy,39,1,A1
1530,870,Sunita Kulkarni,27,2,A1
1531,871,Mahesh Kumar,36,1,A1
1532,872,Venkatesh Bhat,19,1,A1
1533,872,Ganesh Pujari,22,1,A2
1534,873,Ramesh Reddy,28,1,A1
1535,874,Vijay Patil,23,1,A1
1536,875,Priya Rao,19,1,A1
1537,876,Suresh Gowda,38,1,A1
1538,876,Sunita Deshmukh,33,1,A2
1539,876,Mahesh Patil,20,1,A3
1540,877,Manjunath Hegde,30,1,A1
1541,877,Vijay Patil,29,2,A2
1542,877,Kavitha Gowda,20,2,A3
1543,878,Kavitha Deshmukh,21,1,A1
1544,879,Ganesh Hegde,24,2,A1
1545,879,Ramesh Bhat,34,1,A2
1546,880,Mahesh Deshmukh,38,1,A1
1547,880,Vijay Kulkarni,49,1,A2
1548,880,Vijay Kulkarni,36,1,A3
1549,881,Vijay Nayak,40,2,A1
1550,882,Anitha Deshmukh,38,1,A1
1551,883,Sunita Bhat,44,2,A1
1552,884,Manjunath Nayak,31,1,A1
1553,884,Ramesh Bhat,28,2,A2
1554,884,Kavitha Shetty,34,1,A3
1555,885,Ganesh Kumar,30,1,A1
1556,886,Priya Deshmukh,23,1,A1
1557,886,Manjunath Pujari,30,1,A2
1558,886,Ramesh Patil,32,1,A3
1559,887,Sunita Patil,41,2,A1
1560,887,Sunita Gowda,42,1,A2
1561,887,Lakshmi Reddy,27,2,A3
1562,888,Lakshmi Nayak,31,1,A1
1563,888,Kavitha Shetty,19,2,A2
1564,888,Suresh Nayak,32,1,A3
1565,889,Lakshmi Pujari,32,2,A1
1566,889,Kavitha Shetty,30,2,A2
1567,890,Suresh Pujari,38,1,A1
1568,890,Sunita Hegde,50,1,A2
1569,891,Kavitha Hegde,36,2,A1
1570,891,Ganesh Deshmukh,48,2,A2
1571,892,Ganesh Pujari,34,2,A1
1572,892,Priya Pujari,19,2,A2
1573,893,Manjunath Kumar,24,2,A1
1574,894,Anitha Kulkarni,50,2,A1
1575,895,Vijay Nayak,39,1,A1
1576,896,Sunita Hegde,27,1,A1
1577,896,Mahesh Shetty,41,1,A2
1578,897,Suresh Bhat,41,1,A1
1579,897,Ramesh Reddy,21,1,A2
1580,898,Lakshmi Deshmukh,35,1,A1
1581,899,Priya Kulkarni,22,2,A1
1582,899,Vijay Nayak,44,2,A2
1583,899,Manjunath Rao,25,2,A3
1584,900,Priya Bhat,35,1,A1
1585,900,Venkatesh Gowda,43,2,A2
1586,901,Kavitha Kumar,30,1,A1
1587,902,Priya Rao,25,1,A1
1588,902,Suresh Kumar,25,1,A2
1589,903,Ramesh Pujari,19,1,A1
1590,903,Vijay Bhat,23,1,A2
1591,904,Vijay Reddy,22,2,A1
1592,905,Kavitha Nayak,19,1,A1
1593,905,Suresh Nayak,26,2,A2
1594,906,Kavitha Kulkarni,27,1,A1
1595,906,Sunita Bhat,36,1,A2
1596,906,Ganesh Bhat,47,2,A3
1597,907,Kavitha Gowda,33,1,A1
1598,908,Manjunath Nayak,22,2,A1
1599,909,Mahesh Patil,43,1,A1
1600,910,Lakshmi Hegde,40,1,A1
1601,910,Ganesh Patil,39,1,A2
1602,910,Suresh Pujari,42,2,A3
1603,911,Suresh Nayak,22,1,A1
1604,912,Kavitha Gowda,46,1,A1
1605,913,Vijay Gowda,47,1,A1
1606,914,Mahesh Shetty,44,1,A1
1607,915,Vijay Kumar,38,1,A1
1608,916,Manjunath Bhat,19,1,A1
1609,916,Manjunath Kumar,37,2,A2
1610,917,Ramesh Kulkarni,40,1,A1
1611,918,Kavitha Kulkarni,44,1,A1
1612,919,Lakshmi Hegde,32,2,A1
1613,919,Manjunath Shetty,49,1,A2
1614,919,Mahesh Pujari,43,2,A3
1615,920,Suresh Hegde,48,1,A1
1616,920,Anitha Kulkarni,36,2,A2
1617,920,Venkatesh Hegde,40,1,A3
1618,921,Ganesh Nayak,36,1,A1
1619,921,Anitha Reddy,40,1,A2
1620,921,Ganesh Hegde,20,1,A3
1621,922,Manjunath Nayak,19,2,A1
1622,922,Sunita Patil,21,1,A2
1623,922,Suresh Hegde,27,2,A3
1624,923,Vijay Gowda,35,1,A1
1625,924,Suresh Rao,33,1,A1
1626,924,Anitha Gowda,43,2,A2
1627,924,Anitha Reddy,39,1,A3
1628,925,Ganesh Hegde,30,1,A1
1629,926,Venkatesh Gowda,35,1,A1
1630,927,Priya Nayak,24,1,A1
1631,927,Vijay Kulkarni,41,1,A2
1632,928,Anitha Deshmukh,23,1,A1
1633,928,Vijay Reddy,28,1,A2
1634,928,Lakshmi Deshmukh,26,1,A3
1635,929,Anitha Nayak,28,1,A1
1636,929,Manjunath Reddy,34,2,A2
1637,929,Venkatesh Nayak,49,1,A3
1638,930,Sunita Kulkarni,19,1,A1
1639,931,Anitha Gowda,27,1,A1
1640,932,Suresh Hegde,41,2,A1
1641,933,Sunita Nayak,25,1,A1
1642,934,Mahesh Nayak,27,1,A1
1643,935,Ramesh Rao,46,1,A1
1644,936,Priya Kumar,26,2,A1
1645,936,Ramesh Patil,19,1,A2
1646,937,Ramesh Bhat,28,1,A1
1647,937,Suresh Gowda,40,1,A2
1648,937,Vijay Kumar,20,2,A3
1649,938,Lakshmi Hegde,47,1,A1
1650,939,Venkatesh Bhat,43,1,A1
1651,940,Sunita Patil,49,1,A1
1652,940,Mahesh Pujari,35,1,A2
1653,940,Ramesh Kumar,41,1,A3
1654,941,Venkatesh Deshmukh,41,1,A1
1655,942,Venkatesh Deshmukh,50,2,A1
1656,942,Kavitha Nayak,40,1,A2
1657,943,Lakshmi Reddy,24,1,A1
1658,944,Anitha Kulkarni,39,1,A1
1659,944,Venkatesh Patil,49,2,A2
1660,944,Manjunath Reddy,41,1,A3
1661,945,Priya Rao,34,2,A1
1662,945,Sunita Pujari,25,1,A2
1663,945,Mahesh Rao,35,1,A3
1664,946,Suresh Reddy,35,1,A1
1665,947,Mahesh Hegde,48,1,A1
1666,947,Priya Reddy,43,1,A2
1667,947,Sunita Shetty,41,1,A3
1668,948,Anitha Hegde,33,1,A1
1669,949,Ganesh Nayak,44,2,A1
1670,950,Manjunath Kumar,35,1,A1
1671,950,Priya Deshmukh,27,1,A2
1672,950,Kavitha Kulkarni,39,2,A3
1673,951,Anitha Rao,33,2,A1
1674,951,Priya Bhat,40,1,A2
1675,952,Ganesh Patil,26,1,A1
1676,953,Kavitha Hegde,43,2,A1
1677,953,Mahesh Deshmukh,22,1,A2
1678,954,Venkatesh Reddy,48,2,A1
1679,955,Sunita Reddy,33,1,A1
1680,955,Manjunath Gowda,21,2,A2
1681,955,Vijay Kumar,22,1,A3
1682,956,Lakshmi Rao,50,2,A1
1683,957,Vijay Bhat,34,2,A1
1684,958,Lakshmi Kumar,41,2,A1
1685,958,Ganesh Kumar,49,1,A2
1686,959,Ganesh Shetty,41,1,A1
1687,960,Mahesh Hegde,24,1,A1
1688,961,Ganesh Shetty,48,1,A1
1689,961,Kavitha Rao,26,1,A2
1690,962,Anitha Gowda,49,2,A1
1691,962,Sunita Pujari,42,1,A2
1692,962,Priya Rao,25,1,A3
1693,963,Lakshmi Deshmukh,48,2,A1
1694,963,Lakshmi Kulkarni,47,1,A2
1695,963,Manjunath Kulkarni,47,1,A3
1696,964,Venkatesh Nayak,41,1,A1
1697,965,Anitha Patil,19,1,A1
1698,966,Suresh Pujari,30,1,A1
1699,966,Manjunath Hegde,50,1,A2
1700,966,Lakshmi Reddy,29,2,A3
1701,967,Mahesh Kumar,27,2,A1
1702,968,Priya Nayak,25,1,A1
1703,968,Sunita Pujari,34,1,A2
1704,969,Suresh Rao,34,1,A1
1705,970,Suresh Bhat,40,1,A1
1706,970,Ramesh Shetty,36,1,A2
1707,970,Manjunath Patil,22,1,A3
1708,971,Ramesh Hegde,20,2,A1
1709,972,Priya Gowda,33,1,A1
1710,973,Suresh Shetty,21,2,A1
1711,973,Anitha Bhat,19,1,A2
1712,973,Manjunath Hegde,22,2,A3
1713,974,Kavitha Hegde,22,2,A1
1714,974,Ramesh Hegde,31,2,A2
1715,974,Anitha Kulkarni,40,1,A3
1716,975,Lakshmi Deshmukh,20,1,A1
1717,976,Venkatesh Pujari,42,1,A1
1718,977,Anitha Shetty,21,1,A1
1719,978,Suresh Reddy,24,1,A1
1720,979,Ramesh Hegde,40,1,A1
1721,979,Lakshmi Kumar,25,2,A2
1722,979,Ganesh Gowda,19,1,A3
1723,980,Mahesh Gowda,50,1,A1
1724,980,Sunita Patil,23,2,A2
1725,981,Kavitha Shetty,24,1,A1
1726,981,Manjunath Deshmukh,38,1,A2
1727,981,Manjunath Deshmukh,38,1,A3
1728,982,Sunita Rao,34,2,A1
1729,982,Venkatesh Bhat,35,1,A2
1730,983,Mahesh Kumar,48,2,A1
1731,983,Anitha Gowda,40,1,A2
1732,983,Suresh Bhat,26,1,A3
1733,984,Venkatesh Rao,44,1,A1
1734,985,Vijay Kumar,38,1,A1
1735,985,Sunita Deshmukh,22,1,A2
1736,986,Ganesh Rao,23,2,A1
1737,986,Vijay Gowda,30,2,A2
1738,987,Mahesh Gowda,32,1,A1
1739,988,Sunita Shetty,32,1,A1
1740,989,Venkatesh Bhat,31,1,A1
1741,990,Anitha Shetty,33,1,A1
1742,990,Ganesh Hegde,37,1,A2
1743,991,Sunita Reddy,39,1,A1
1744,991,Vijay Kumar,27,1,A2
1745,992,Ganesh Bhat,34,1,A1
1746,993,Suresh Hegde,44,1,A1
1747,994,Priya Nayak,45,2,A1
1748,994,Mahesh Bhat,47,1,A2
1749,995,Anitha Deshmukh,34,2,A1
1750,995,Lakshmi Hegde,34,1,A2
1751,995,Ramesh Gowda,38,1,A3
1752,996,Vijay Reddy,27,1,A1
1753,997,Ganesh Patil,31,1,A1
1754,997,Ganesh Reddy,32,1,A2
1755,997,Mahesh Reddy,25,1,A3
1756,998,Ramesh Patil,37,1,A1
1757,998,Vijay Kulkarni,42,1,A2
1758,999,Anitha Rao,20,1,A1
1759,1000,Venkatesh Shetty,45,1,A1
1760,1001,Sunita Gowda,41,1,A1
1761,1002,Priya Kulkarni,32,2,A1
1762,1002,Mahesh Gowda,44,1,A2
1763,1003,Venkatesh Pujari,32,2,A1
1764,1004,Mahesh Rao,34,1,A1
1765,1005,Vijay Patil,48,1,A1
1766,1005,Venkatesh Hegde,31,1,A2
1767,1005,Manjunath Kumar,36,1,A3
1768,1006,Manjunath Nayak,47,1,A1
1769,1006,Ganesh Kumar,43,1,A2
1770,1007,Ramesh Kumar,45,1,A1
1771,1007,Manjunath Kumar,44,1,A2
1772,1007,Mahesh Kulkarni,35,1,A3
1773,1008,Anitha Kulkarni,50,1,A1
1774,1009,Venkatesh Bhat,46,1,A1
1775,1010,Kavitha Bhat,48,1,A1
1776,1011,Mahesh Kumar,24,1,A1
1777,1011,Ganesh Pujari,22,1,A2
1778,1012,Venkatesh Kulkarni,23,1,A1
1779,1013,Venkatesh Pujari,44,1,A1
1780,1013,Priya Shetty,45,1,A2
1781,1014,Priya Kulkarni,39,1,A1
1782,1015,Sunita Gowda,32,2,A1
1783,1015,Sunita Bhat,41,2,A2
1784,1016,Venkatesh Shetty,40,1,A1
1785,1017,Manjunath Deshmukh,34,1,A1
1786,1017,Ganesh Hegde,24,1,A2
1787,1017,Suresh Gowda,34,1,A3
1788,1018,Anitha Rao,29,1,A1
1789,1019,Ramesh Pujari,36,1,A1
1790,1020,Ramesh Nayak,26,1,A1
1791,1020,Vijay Patil,43,1,A2
1792,1021,Sunita Kulkarni,48,1,A1
1793,1021,Sunita Deshmukh,24,2,A2
1794,1021,Ganesh Nayak,48,1,A3
1795,1022,Priya Reddy,48,1,A1
1796,1023,Manjunath Pujari,38,1,A1
1797,1024,Ramesh Shetty,45,1,A1
1798,1024,Ganesh Hegde,21,2,A2
1799,1025,Priya Patil,46,1,A1
1800,1026,Sunita Rao,38,1,A1
1801,1027,Ramesh Kulkarni,26,2,A1
1802,1027,Vijay Shetty,27,1,A2
1803,1027,Venkatesh Deshmukh,32,1,A3
1804,1028,Manjunath Bhat,19,1,A1
1805,1029,Priya Gowda,43,1,A1
1806,1030,Venkatesh Shetty,22,1,A1
1807,1030,Sunita Shetty,26,1,A2
1808,1030,Priya Bhat,24,1,A3
1809,1031,Lakshmi Pujari,41,1,A1
1810,1031,Mahesh Kumar,41,1,A2
1811,1032,Venkatesh Bhat,41,1,A1
1812,1032,Vijay Rao,36,1,A2
1813,1033,Sunita Reddy,31,2,A1
1814,1034,Sunita Kumar,50,1,A1
1815,1035,Sunita Rao,34,1,A1
1816,1036,Sunita Shetty,33,1,A1
1817,1037,Kavitha Kumar,48,1,A1
1818,1038,Manjunath Nayak,25,2,A1
1819,1038,Suresh Kumar,37,1,A2
1820,1039,Ganesh Pujari,23,1,A1
1821,1039,Mahesh Rao,20,2,A2
1822,1040,Kavitha Rao,27,1,A1
1823,1040,Venkatesh Bhat,19,1,A2
1824,1040,Kavitha Kulkarni,22,1,A3
1825,1041,Sunita Gowda,32,1,A1
1826,1041,Lakshmi Gowda,24,2,A2
1827,1042,Lakshmi Bhat,37,1,A1
1828,1042,Vijay Hegde,31,1,A2
1829,1043,Ramesh Kulkarni,46,2,A1
1830,1044,Manjunath Shetty,26,1,A1
1831,1044,Venkatesh Patil,29,1,A2
1832,1045,Priya Kumar,27,1,A1
1833,1045,Ganesh Patil,50,1,A2
1834,1045,Mahesh Nayak,36,1,A3
1835,1046,Vijay Deshmukh,21,1,A1
1836,1047,Anitha Bhat,49,1,A1
1837,1047,Suresh Reddy,39,1,A2
1838,1047,Ganesh Gowda,34,1,A3
1839,1048,Manjunath Bhat,38,2,A1
1840,1049,Vijay Shetty,48,2,A1
1841,1050,Ramesh Gowda,50,1,A1
1842,1051,Anitha Rao,42,2,A1
1843,1052,Ramesh Bhat,47,1,A1
1844,1052,Manjunath Nayak,30,1,A2
1845,1053,Venkatesh Shetty,46,2,A1
1846,1054,Kavitha Gowda,29,1,A1
1847,1055,Lakshmi Deshmukh,48,1,A1
1848,1056,Sunita Rao,33,1,A1
1849,1057,Sunita Bhat,30,1,A1
1850,1057,Mahesh Nayak,32,1,A2
1851,1058,Kavitha Reddy,20,1,A1
1852,1059,Kavitha Kumar,35,2,A1
1853,1060,Manjunath Rao,41,1,A1
1854,1061,Vijay Hegde,45,1,A1
1855,1061,Mahesh Pujari,22,1,A2
1856,1062,Suresh Pujari,30,1,A1
1857,1063,Priya Bhat,29,1,A1
1858,1064,Lakshmi Nayak,35,2,A1
1859,1065,Kavitha Nayak,37,1,A1
1860,1066,Mahesh Kulkarni,31,1,A1
1861,1067,Vijay Kulkarni,50,1,A1
1862,1068,Ramesh Nayak,45,1,A1
1863,1068,Sunita Gowda,42,2,A2
1864,1069,Venkatesh Gowda,32,1,A1
1865,1069,Anitha Shetty,32,1,A2
1866,1069,Venkatesh Kumar,37,1,A3
1867,1070,Vijay Bhat,33,1,A1
1868,1070,Suresh Rao,34,1,A2
1869,1070,Mahesh Nayak,27,1,A3
1870,1071,Mahesh Nayak,35,1,A1
1871,1071,Lakshmi Kumar,37,1,A2
1872,1071,Lakshmi Pujari,41,1,A3
1873,1072,Manjunath Nayak,50,1,A1
1874,1073,Anitha Hegde,49,1,A1
1875,1074,Anitha Patil,26,1,A1
1876,1075,Vijay Gowda,23,1,A1
1877,1076,Anitha Rao,30,1,A1
1878,1077,Priya Patil,35,1,A1
1879,1078,Ganesh Hegde,44,1,A1
1880,1078,Lakshmi Hegde,30,1,A2
1881,1079,Ganesh Shetty,25,1,A1
1882,1079,Lakshmi Bhat,34,1,A2
1883,1079,Sunita Kumar,34,2,A3
1884,1080,Manjunath Kumar,47,1,A1
1885,1081,Ramesh Nayak,24,1,A1
1886,1081,Manjunath Pujari,46,2,A2
1887,1081,Sunita Rao,32,2,A3
1888,1082,Suresh Nayak,22,2,A1
1889,1082,Anitha Pujari,38,1,A2
1890,1083,Vijay Kumar,38,2,A1
1891,1083,Ganesh Shetty,39,1,A2
1892,1084,Kavitha Reddy,47,2,A1
1893,1085,Venkatesh Gowda,21,1,A1
1894,1085,Sunita Rao,40,1,A2
1895,1086,Sunita Deshmukh,33,2,A1
1896,1086,Manjunath Shetty,29,1,A2
1897,1087,Mahesh Nayak,37,1,A1
1898,1088,Anitha Kulkarni,27,1,A1
1899,1089,Kavitha Patil,48,2,A1
1900,1089,Sunita Deshmukh,27,1,A2
1901,1090,Priya Deshmukh,46,1,A1
1902,1091,Anitha Pujari,38,1,A1
1903,1092,Anitha Nayak,29,1,A1
1904,1093,Ganesh Kumar,48,1,A1
1905,1093,Kavitha Rao,19,1,A2
1906,1094,Kavitha Kulkarni,35,1,A1
1907,1095,Sunita Kulkarni,23,1,A1
1908,1095,Vijay Shetty,43,1,A2
1909,1095,Anitha Reddy,21,1,A3
1910,1096,Lakshmi Nayak,38,1,A1
1911,1097,Suresh Bhat,29,1,A1
1912,1097,Kavitha Pujari,50,2,A2
1913,1097,Anitha Hegde,47,1,A3
1914,1098,Kavitha Patil,43,1,A1
1915,1098,Ganesh Nayak,28,2,A2
1916,1099,Priya Rao,43,1,A1
1917,1100,Sunita Shetty,39,1,A1
1918,1100,Manjunath Shetty,26,1,A2
1919,1100,Kavitha Pujari,20,2,A3
1920,1101,Sunita Patil,44,1,A1
1921,1102,Vijay Patil,34,1,A1
1922,1103,Manjunath Patil,23,1,A1
1923,1104,Sunita Rao,21,1,A1
1924,1105,Kavitha Patil,26,1,A1
1925,1106,Mahesh Deshmukh,46,2,A1
1926,1107,Mahesh Kumar,27,1,A1
1927,1107,Mahesh Gowda,49,2,A2
1928,1107,Suresh Nayak,19,2,A3
1929,1108,Sunita Reddy,36,2,A1
1930,1109,Lakshmi Hegde,31,1,A1
1931,1110,Suresh Pujari,30,2,A1
1932,1110,Ganesh Pujari,24,1,A2
1933,1110,Kavitha Nayak,23,2,A3
1934,1111,Ganesh Shetty,43,1,A1
1935,1111,Ramesh Rao,38,1,A2
1936,1112,Suresh Nayak,46,1,A1
1937,1113,Manjunath Patil,22,1,A1
1938,1113,Sunita Kumar,49,1,A2
1939,1113,Ramesh Bhat,19,1,A3
1940,1114,Priya Kumar,33,1,A1
1941,1115,Sunita Pujari,45,1,A1
1942,1116,Anitha Nayak,43,2,A1
1943,1117,Ganesh Kumar,43,1,A1
1944,1118,Ramesh Deshmukh,42,1,A1
1945,1118,Manjunath Shetty,50,1,A2
1946,1118,Anitha Shetty,27,1,A3
1947,1119,Suresh Hegde,38,1,A1
1948,1120,Manjunath Nayak,46,1,A1
1949,1120,Priya Bhat,37,1,A2
1950,1120,Mahesh Rao,49,2,A3
1951,1121,Kavitha Kulkarni,29,2,A1
1952,1122,Anitha Hegde,48,2,A1
1953,1122,Lakshmi Hegde,36,1,A2
1954,1123,Mahesh Patil,36,1,A1
1955,1123,Anitha Patil,36,1,A2
1956,1123,Vijay Patil,33,2,A3
